ru,data,refeicao,id_preparacao,tipo_preparacao,preparacao,peso_bruto,peso_liq,sobra_limpa,sobra_suja,quantidade_distribuida,consumo_real,comensais_real,resto_ingesta_kg,pct_resto_ingesta,per_capita_g_comensal
P1,2026-03-31,Jantar,170,Suco SA,Tamarindo,60.0,60.0,0.0,10.0,60.0,50.0,1313.0,10.0,16.666666666666664,38.08073115003808
P1,2026-04-01,Almoço,119,PV,Feijoada,532.2,520.9000000000001,0.0,0.0,520.9000000000001,520.9000000000001,2789.0,0.0,0.0,186.7694514162783
P1,2026-04-01,Almoço,71,PB,Isca de Frango ao M. de Legumes,248.7,231.9,0.0,8.9,231.9,223.0,2789.0,8.9,3.837861147046141,79.95697382574399
P1,2026-04-01,Almoço,177,VEG,Bobó de Legumes,64.0,53.2,0.0,1.1,53.2,52.1,2789.0,1.1,2.0676691729323307,18.68053065614916
P1,2026-04-01,Almoço,4,Arroz/Baião,Arroz Branco,412.1,385.9,28.5,5.7,357.4,351.70000000000005,2789.0,5.7,1.594851706771125,126.10254571531016
P1,2026-04-01,Almoço,2,Arroz Integral,Arroz Integral,89.3,105.20000000000002,0.0,6.1,105.20000000000002,99.10000000000002,2789.0,6.1,5.7984790874524705,35.53244890641808
P1,2026-04-01,Almoço,22,Feijão,Feijão Carioca,110.6,149.7,0.0,8.9,149.7,140.79999999999998,2789.0,8.9,5.945223780895124,50.484044460380055
P1,2026-04-01,Almoço,38,Guarnição,Farofa Branca com Soja,160.4,158.7,0.0,9.2,158.7,149.5,2789.0,9.2,5.797101449275362,53.60344209394048
P1,2026-04-01,Almoço,142,Salada,Salada Crua,111.5,74.7,0.0,7.1,74.7,67.60000000000001,2789.0,7.1,9.504685408299865,24.23807816421657
P1,2026-04-01,Almoço,147,Sobremesa,Laranja,170.9,137.9,0.0,0.0,137.9,137.9,2789.0,0.0,0.0,49.44424524919326
P1,2026-04-01,Almoço,154,Suco,Acerola,800.0,800.0,0.0,18.0,800.0,782.0,2789.0,18.0,2.25,280.38723556830405
P1,2026-04-01,Almoço,163,Suco SA,Acerola,100.0,100.0,0.0,8.0,100.0,92.0,2789.0,8.0,8.0,32.986733596271065
P1,2026-04-01,Jantar,94,PV,Assado de Panela,139.7,118.7,0.0,8.3,118.7,110.4,1067.0,8.3,6.992417860151644,103.46766635426428
P1,2026-04-01,Jantar,81,PB,Sobrecoxa Assada,150.5,120.5,36.1,6.7,84.4,77.7,1067.0,6.7,7.938388625592417,72.82099343955014
P1,2026-04-01,Jantar,194,VEG,Lasanha de Batatas,43.8,25.8,0.0,0.0,25.8,25.8,1067.0,0.0,0.0,24.17994376757263
P1,2026-04-01,Jantar,4,Arroz/Baião,Arroz Branco,184.8,148.8,24.8,7.1,124.00000000000001,116.90000000000002,1067.0,7.1,5.725806451612902,109.55951265229618
P1,2026-04-01,Jantar,2,Arroz Integral,Arroz Integral,48.3,39.3,0.0,10.9,39.3,28.40000000000001,1067.0,10.9,27.735368956743006,26.616682286785387
P1,2026-04-01,Jantar,23,Feijão,Feijão de Corda,132.6,114.6,38.2,7.3,76.39999999999999,69.1,1067.0,7.3,9.55497382198953,64.7610121836926
P1,2026-04-01,Jantar,36,Guarnição,Cuscuz,115.5,94.5,0.0,9.7,94.5,84.8,1067.0,9.7,10.264550264550264,79.47516401124649
P1,2026-04-01,Jantar,141,Salada,Salada Cozida,134.0,104.0,0.0,2.1,104.0,101.9,1067.0,2.1,2.019230769230769,95.50140581068416
P1,2026-04-01,Jantar,150,Sobremesa,Melão Espanhol,82.3,67.3,0.0,11.2,67.3,56.1,1067.0,11.2,16.64190193164933,52.57731958762886
P1,2026-04-01,Jantar,159,Suco,Manga,340.0,340.0,0.0,0.0,340.0,340.0,1067.0,0.0,0.0,318.65042174320524
P1,2026-04-01,Jantar,168,Suco SA,Manga,50.0,50.0,0.0,0.0,50.0,50.0,1067.0,0.0,0.0,46.860356138706656
P1,2026-04-06,Almoço,130,PV,Picadinho com Legumes,237.8,269.6,0.0,4.2,269.6,265.4,2689.0,4.2,1.5578635014836795,98.6984008925251
P1,2026-04-06,Almoço,81,PB,Sobrecoxa Assada,238.5,270.90000000000003,0.0,6.4,270.90000000000003,264.50000000000006,2689.0,6.4,2.3624953857511994,98.36370397917445
P1,2026-04-06,Almoço,196,VEG,Macarronada Vegetariana,82.0,68.5,0.0,10.5,68.5,58.0,2689.0,10.5,15.328467153284672,21.569356638155448
P1,2026-04-06,Almoço,4,Arroz/Baião,Arroz Branco,368.1,384.69999999999993,0.0,11.5,384.69999999999993,373.19999999999993,2689.0,11.5,2.9893423446841703,138.78765340275194
P1,2026-04-06,Almoço,2,Arroz Integral,Arroz Integral,100.2,82.2,0.0,12.1,82.2,70.10000000000001,2689.0,12.1,14.720194647201945,26.06917069542581
P1,2026-04-06,Almoço,22,Feijão,Feijão Carioca,315.0,312.0,0.0,4.9,312.0,307.1,2689.0,4.9,1.5705128205128205,114.20602454444033
P1,2026-04-06,Almoço,37,Guarnição,Farofa,164.7,171.3,0.0,5.9,171.3,165.4,2689.0,5.9,3.4442498540572095,61.50985496467088
P1,2026-04-06,Almoço,142,Salada,Salada Crua,201.6,165.59999999999997,0.0,5.1,165.59999999999997,160.49999999999997,2689.0,5.1,3.0797101449275366,59.68761621420602
P1,2026-04-06,Almoço,146,Sobremesa,Banana,195.3,156.3,0.0,0.0,156.3,156.3,2689.0,0.0,0.0,58.12569728523615
P1,2026-04-06,Almoço,159,Suco,Manga,800.0,800.0,0.0,18.0,800.0,782.0,2689.0,18.0,2.25,290.81442915582
P1,2026-04-06,Almoço,168,Suco SA,Manga,100.0,100.0,0.0,10.0,100.0,90.0,2689.0,10.0,10.0,33.4696913350688
P1,2026-04-06,Jantar,108,PV,Cubo suíno acebolado,141.6,117.6,14.7,9.1,102.89999999999999,93.8,1172.0,9.1,8.843537414965986,80.03412969283276
P1,2026-04-06,Jantar,69,PB,Isca de Frango ao M. Ervas,116.5,95.5,0.0,8.7,95.5,86.8,1172.0,8.7,9.109947643979057,74.06143344709898
P1,2026-04-06,Jantar,205,VEG,Salpicão vegano,15.2,10.8,0.0,7.7,10.8,3.0999999999999988,1172.0,7.7,71.29629629629629,2.645051194539248
P1,2026-04-06,Jantar,4,Arroz/Baião,Arroz Branco,193.2,157.20000000000002,0.0,3.9,157.20000000000002,153.3,1172.0,3.9,2.4809160305343507,130.80204778156997
P1,2026-04-06,Jantar,2,Arroz Integral,Arroz Integral,56.2,47.2,0.0,9.0,47.2,38.2,1172.0,9.0,19.06779661016949,32.593856655290104
P1,2026-04-06,Jantar,23,Feijão,Feijão de Corda,186.4,162.4,40.6,5.7,121.80000000000001,116.1,1172.0,5.7,4.679802955665025,99.061433447099
P1,2026-04-06,Jantar,44,Guarnição,Purê,205.6,178.60000000000002,0.0,3.3,178.60000000000002,175.3,1172.0,3.3,1.8477043673012314,149.57337883959045
P1,2026-04-06,Jantar,142,Salada,Salada Crua,80.3,52.99999999999999,0.0,2.7,52.99999999999999,50.29999999999998,1172.0,2.7,5.0943396226415105,42.91808873720135
P1,2026-04-06,Jantar,152,Sobremesa,Tangerina,51.7,40.0,0.0,0.0,40.0,40.0,1172.0,0.0,0.0,34.129692832764505
P1,2026-04-06,Jantar,154,Suco,Acerola,340.0,340.0,0.0,7.0,340.0,333.0,1172.0,7.0,2.0588235294117645,284.12969283276453
P1,2026-04-06,Jantar,163,Suco SA,Acerola,50.0,50.0,0.0,10.0,50.0,40.0,1172.0,10.0,20.0,34.129692832764505
P1,2026-04-07,Almoço,108,PV,Cubo suíno acebolado,181.9,162.4,0.0,10.9,162.4,151.5,2981.0,10.9,6.711822660098522,50.821871855082186
P1,2026-04-07,Almoço,51,PB,Creme de Frango,432.0,372.0,55.8,7.8,316.2,308.4,2981.0,7.8,2.4667931688804554,103.45521637034552
P1,2026-04-07,Almoço,212,VEG,Vatapá Vegano,90.5,77.0,0.0,8.7,77.0,68.3,2981.0,8.7,11.298701298701298,22.91177457229118
P1,2026-04-07,Almoço,5,Arroz/Baião,Baião,463.7,583.4000000000001,102.9,10.3,480.5000000000001,470.2000000000001,2981.0,10.3,2.14360041623309,157.73230459577326
P1,2026-04-07,Almoço,2,Arroz Integral,Arroz Integral,90.9,72.89999999999999,0.0,7.1,72.89999999999999,65.8,2981.0,7.1,9.739368998628258,22.073129822207317
P1,2026-04-07,Almoço,23,Feijão,Feijão de Corda,112.8,136.9,39.1,11.9,97.80000000000001,85.9,2981.0,11.9,12.167689161554192,28.815833612881583
P1,2026-04-07,Almoço,43,Guarnição,Macaxeira Refogada,281.4,297.9,27.0,4.9,270.9,266.0,2981.0,4.9,1.8087855297157625,89.23180140892318
P1,2026-04-07,Almoço,142,Salada,Salada Crua,148.8,122.4,0.0,3.9,122.4,118.5,2981.0,3.9,3.1862745098039214,39.75176115397517
P1,2026-04-07,Almoço,149,Sobremesa,Melancia,198.5,162.5,0.0,0.0,162.5,162.5,2981.0,0.0,0.0,54.51190875545119
P1,2026-04-07,Almoço,161,Suco,Tamarindo,830.0,830.0,0.0,12.0,830.0,818.0,2981.0,12.0,1.4457831325301205,274.40456222744046
P1,2026-04-07,Almoço,170,Suco SA,Tamarindo,100.0,100.0,0.0,8.0,100.0,92.0,2981.0,8.0,8.0,30.862126803086213
P1,2026-04-07,Jantar,123,PV,Isca de Carne ao M. Tomate,161.1,137.4,0.0,1.1,137.4,136.3,1322.0,1.1,0.8005822416302766,103.10136157337368
P1,2026-04-07,Jantar,84,PB,Sobrecoxa Desossada,137.2,110.2,0.0,8.7,110.2,101.5,1322.0,8.7,7.894736842105263,76.77760968229954
P1,2026-04-07,Jantar,190,VEG,Hambúrguer de Soja,31.5,22.5,0.0,6.9,22.5,15.6,1322.0,6.9,30.66666666666667,11.800302571860817
P1,2026-04-07,Jantar,4,Arroz/Baião,Arroz Branco,148.5,121.5,0.0,7.8,121.5,113.7,1322.0,7.8,6.419753086419753,86.00605143721634
P1,2026-04-07,Jantar,2,Arroz Integral,Arroz Integral,53.7,44.7,0.0,9.3,44.7,35.39999999999999,1322.0,9.3,20.80536912751678,26.77760968229954
P1,2026-04-07,Jantar,22,Feijão,Feijão Carioca,194.6,170.6,0.0,7.3,170.6,163.29999999999998,1322.0,7.3,4.279015240328253,123.52496217851736
P1,2026-04-07,Jantar,40,Guarnição,Macarrão,251.1,209.1,0.0,4.9,209.1,204.2,1322.0,4.9,2.3433763749402203,154.46293494704994
P1,2026-04-07,Jantar,142,Salada,Salada Crua,84.0,51.6,0.0,5.3,51.6,46.3,1322.0,5.3,10.271317829457363,35.02269288956127
P1,2026-04-07,Jantar,148,Sobremesa,Maçã,49.9,38.2,0.0,0.0,38.2,38.2,1322.0,0.0,0.0,28.89561270801816
P1,2026-04-07,Jantar,155,Suco,Caju,305.0,305.0,0.0,0.0,305.0,305.0,1322.0,0.0,0.0,230.71104387291984
P1,2026-04-07,Jantar,164,Suco SA,Caju,100.0,100.0,0.0,6.0,100.0,94.0,1322.0,6.0,6.0,71.10438729198185
P1,2026-04-08,Almoço,119,PV,Feijoada,585.0,510.0,0.0,0.0,510.0,510.0,2950.0,0.0,0.0,172.88135593220338
P1,2026-04-08,Almoço,91,PB,Sobrecoxa com Gergelim,286.1,258.3,0.0,0.0,258.3,258.3,2950.0,0.0,0.0,87.55932203389831
P1,2026-04-08,Almoço,198,VEG,Moqueca Vegetariana,47.1,38.1,0.0,6.9,38.1,31.2,2950.0,6.9,18.11023622047244,10.576271186440676
P1,2026-04-08,Almoço,4,Arroz/Baião,Arroz Branco,373.9,301.0,0.0,0.8,301.0,300.2,2950.0,0.8,0.26578073089701,101.76271186440678
P1,2026-04-08,Almoço,2,Arroz Integral,Arroz Integral,61.8,62.2,0.0,2.1,62.2,60.1,2950.0,2.1,3.376205787781351,20.372881355932204
P1,2026-04-08,Almoço,22,Feijão,Feijão Carioca,133.2,153.6,0.0,10.3,153.6,143.29999999999998,2950.0,10.3,6.705729166666667,48.57627118644067
P1,2026-04-08,Almoço,38,Guarnição,Farofa Branca com Soja,131.2,147.39999999999998,0.0,3.3,147.39999999999998,144.09999999999997,2950.0,3.3,2.238805970149254,48.84745762711864
P1,2026-04-08,Almoço,142,Salada,Salada Crua,174.3,134.4,0.0,2.1,134.4,132.3,2950.0,2.1,1.5625,44.84745762711864
P1,2026-04-08,Almoço,147,Sobremesa,Laranja,155.4,125.4,0.0,1.2,125.4,124.2,2950.0,1.2,0.9569377990430622,42.10169491525424
P1,2026-04-08,Almoço,154,Suco,Acerola,800.0,800.0,0.0,16.0,800.0,784.0,2950.0,16.0,2.0,265.76271186440675
P1,2026-04-08,Almoço,163,Suco SA,Acerola,100.0,100.0,0.0,4.0,100.0,96.0,2950.0,4.0,4.0,32.54237288135593
P1,2026-04-08,Jantar,97,PV,Carne Moída Refogada,159.2,135.2,16.9,3.1,118.29999999999998,115.2,1241.0,3.1,2.620456466610313,92.82836422240128
P1,2026-04-08,Jantar,68,PB,Isca de Frango Acebolado,110.6,89.6,0.0,0.0,89.6,89.6,1241.0,0.0,0.0,72.19983883964545
P1,2026-04-08,Jantar,199,VEG,Panqueca Vegana ao Molho Branco,56.0,38.4,4.8,4.7,33.6,28.9,1241.0,4.7,13.988095238095239,23.287671232876715
P1,2026-04-08,Jantar,4,Arroz/Baião,Arroz Branco,200.4,164.39999999999998,27.4,9.3,136.99999999999997,127.69999999999996,1241.0,9.3,6.788321167883214,102.90088638195002
P1,2026-04-08,Jantar,2,Arroz Integral,Arroz Integral,48.0,39.0,0.0,13.1,39.0,25.9,1241.0,13.1,33.589743589743584,20.87026591458501
P1,2026-04-08,Jantar,23,Feijão,Feijão de Corda,169.7,148.7,21.2,6.7,127.49999999999999,120.79999999999998,1241.0,6.7,5.254901960784315,97.34085414987912
P1,2026-04-08,Jantar,36,Guarnição,Cuscuz,120.4,99.4,0.0,9.9,99.4,89.5,1241.0,9.9,9.959758551307846,72.11925866236906
P1,2026-04-08,Jantar,141,Salada,Salada Cozida,148.8,116.4,0.0,6.3,116.4,110.1,1241.0,6.3,5.412371134020618,88.7187751813054
P1,2026-04-08,Jantar,150,Sobremesa,Melão Espanhol,75.6,60.900000000000006,0.0,3.4,60.900000000000006,57.50000000000001,1241.0,3.4,5.582922824302134,46.33360193392426
P1,2026-04-08,Jantar,160,Suco,Seriguela,290.0,290.0,0.0,0.0,290.0,290.0,1241.0,0.0,0.0,233.682514101531
P1,2026-04-08,Jantar,169,Suco SA,Seriguela,100.0,100.0,0.0,7.0,100.0,93.0,1241.0,7.0,7.000000000000001,74.9395648670427
P1,2026-04-09,Almoço,97,PV,Carne Moída Refogada,284.2,277.30000000000007,0.0,0.0,277.30000000000007,277.30000000000007,2919.0,0.0,0.0,94.99828708461804
P1,2026-04-09,Almoço,70,PB,Isca de Frango ao M. Tropical,257.2,248.0,0.0,7.2,248.0,240.8,2919.0,7.2,2.903225806451613,82.49400479616307
P1,2026-04-09,Almoço,201,VEG,Refogado de Lentilha,48.7,40.6,0.0,5.1,40.6,35.5,2919.0,5.1,12.5615763546798,12.161699212058924
P1,2026-04-09,Almoço,4,Arroz/Baião,Arroz Branco,221.8,247.8,0.0,6.9,247.8,240.9,2919.0,6.9,2.784503631961259,82.52826310380267
P1,2026-04-09,Almoço,2,Arroz Integral,Arroz Integral,89.6,74.60000000000001,0.0,8.3,74.60000000000001,66.30000000000001,2919.0,8.3,11.126005361930295,22.71325796505653
P1,2026-04-09,Almoço,23,Feijão,Feijão de Corda,190.1,227.4,0.0,4.3,227.4,223.1,2919.0,4.3,1.8909410729991205,76.4302843439534
P1,2026-04-09,Almoço,40,Guarnição,Macarrão,412.3,418.1,0.0,4.7,418.1,413.4,2919.0,4.7,1.1241329825400623,141.62384378211718
P1,2026-04-09,Almoço,142,Salada,Salada Crua,168.9,128.4,0.0,3.9,128.4,124.5,2919.0,3.9,3.037383177570093,42.651593011305245
P1,2026-04-09,Almoço,150,Sobremesa,Melão Espanhol,187.1,151.1,0.0,3.9,151.1,147.2,2919.0,3.9,2.5810721376571806,50.42822884549504
P1,2026-04-09,Almoço,155,Suco,Caju,800.0,800.0,0.0,12.0,800.0,788.0,2919.0,12.0,1.5,269.9554642000685
P1,2026-04-09,Almoço,164,Suco SA,Caju,100.0,100.0,0.0,7.0,100.0,93.0,2919.0,7.0,7.000000000000001,31.86022610483042
P1,2026-04-09,Jantar,113,PV,Cubos de Carne ao M. Madeira,160.5,139.5,0.0,7.1,139.5,132.4,1250.0,7.1,5.089605734767025,105.92
P1,2026-04-09,Jantar,79,PB,Peixe à Delícia,191.1,158.90000000000003,0.0,11.7,158.90000000000003,147.20000000000005,1250.0,11.7,7.363121460037759,117.76000000000003
P1,2026-04-09,Jantar,210,VEG,Suflê de Legumes,48.9,30.90000000000001,0.0,4.9,30.90000000000001,26.000000000000007,1250.0,4.9,15.857605177993525,20.800000000000004
P1,2026-04-09,Jantar,5,Arroz/Baião,Baião,262.4,220.4,0.0,11.1,220.4,209.3,1250.0,11.1,5.036297640653357,167.43999999999997
P1,2026-04-09,Jantar,2,Arroz Integral,Arroz Integral,65.6,53.6,0.0,9.9,53.6,43.7,1250.0,9.9,18.470149253731343,34.959999999999994
P1,2026-04-09,Jantar,22,Feijão,Feijão Carioca,121.7,106.7,0.0,12.1,106.7,94.6,1250.0,12.1,11.34020618556701,75.68
P1,2026-04-09,Jantar,37,Guarnição,Farofa,92.7,74.69999999999999,0.0,8.3,74.69999999999999,66.39999999999999,1250.0,8.3,11.111111111111112,53.11999999999999
P1,2026-04-09,Jantar,143,Salada,Vinagrete,114.0,89.7,0.0,8.9,89.7,80.8,1250.0,8.9,9.92196209587514,64.64
P1,2026-04-09,Jantar,147,Sobremesa,Laranja,92.8,81.10000000000001,0.0,0.0,81.10000000000001,81.10000000000001,1250.0,0.0,0.0,64.88000000000001
P1,2026-04-09,Jantar,157,Suco,Goiaba,290.0,290.0,0.0,0.0,290.0,290.0,1250.0,0.0,0.0,232.0
P1,2026-04-09,Jantar,166,Suco SA,Goiaba,100.0,100.0,0.0,0.0,100.0,100.0,1250.0,0.0,0.0,80.0
P1,2026-04-10,Almoço,101,PV,Carne de Sol Acebolada,209.7,197.4,0.0,0.0,197.4,197.4,2170.0,0.0,0.0,90.96774193548386
P1,2026-04-10,Almoço,82,PB,Sobrecoxa Assada/ ao Forno,225.1,253.8,40.0,6.3,213.8,207.5,2170.0,6.3,2.9466791393826,95.6221198156682
P1,2026-04-10,Almoço,174,VEG,Assado de Grão de Bico,47.9,39.8,0.0,10.3,39.8,29.5,2170.0,10.3,25.879396984924625,13.594470046082948
P1,2026-04-10,Almoço,4,Arroz/Baião,Arroz Branco,296.9,320.2,29.1,7.3,291.09999999999997,283.79999999999995,2170.0,7.3,2.5077293026451395,130.78341013824885
P1,2026-04-10,Almoço,2,Arroz Integral,Arroz Integral,90.6,75.60000000000001,0.0,12.3,75.60000000000001,63.30000000000001,2170.0,12.3,16.26984126984127,29.1705069124424
P1,2026-04-10,Almoço,22,Feijão,Feijão Carioca,191.1,274.4,0.0,0.9,274.4,273.5,2170.0,0.9,0.3279883381924199,126.036866359447
P1,2026-04-10,Almoço,36,Guarnição,Cuscuz,165.1,175.7,0.0,3.7,175.7,172.0,2170.0,3.7,2.1058622652248156,79.26267281105991
P1,2026-04-10,Almoço,142,Salada,Salada Crua,142.4,114.2,0.0,3.7,114.2,110.5,2170.0,3.7,3.239929947460596,50.92165898617511
P1,2026-04-10,Almoço,148,Sobremesa,Maçã,146.7,116.7,0.0,2.8,116.7,113.9,2170.0,2.8,2.399314481576692,52.4884792626728
P1,2026-04-10,Almoço,158,Suco,Graviola,620.0,620.0,0.0,16.0,620.0,604.0,2170.0,16.0,2.5806451612903225,278.3410138248848
P1,2026-04-10,Almoço,167,Suco SA,Graviola,100.0,100.0,0.0,10.0,100.0,90.0,2170.0,10.0,10.0,41.474654377880185
P1,2026-04-10,Jantar,136,PV,Torta de Calabresa,251.6,176.79999999999998,0.0,6.3,176.79999999999998,170.49999999999997,1279.0,6.3,3.5633484162895934,133.30727130570756
P1,2026-04-10,Jantar,53,PB,Cubos de Frango ao M. Escuro,145.2,127.2,0.0,8.1,127.2,119.1,1279.0,8.1,6.367924528301887,93.11962470680218
P1,2026-04-10,Jantar,211,VEG,Torta de Legumes,36.5,25.5,0.0,5.5,25.5,20.0,1279.0,5.5,21.568627450980394,15.63721657544957
P1,2026-04-10,Jantar,4,Arroz/Baião,Arroz Branco,184.4,151.39999999999998,0.0,4.1,151.39999999999998,147.29999999999998,1279.0,4.1,2.708058124174373,115.16810007818606
P1,2026-04-10,Jantar,2,Arroz Integral,Arroz Integral,32.0,26.0,0.0,9.1,26.0,16.9,1279.0,9.1,35.0,13.213448006254886
P1,2026-04-10,Jantar,23,Feijão,Feijão de Corda,122.5,107.5,0.0,6.8,107.5,100.7,1279.0,6.8,6.325581395348837,78.73338545738858
P1,2026-04-10,Jantar,35,Guarnição,Batata Souté,123.2,99.20000000000002,0.0,0.0,99.20000000000002,99.20000000000002,1279.0,0.0,0.0,77.56059421422988
P1,2026-04-10,Jantar,142,Salada,Salada Crua,71.6,41.6,0.0,6.1,41.6,35.49999999999999,1279.0,6.1,14.663461538461537,27.756059421422982
P1,2026-04-10,Jantar,146,Sobremesa,Banana,62.6,47.900000000000006,0.0,8.9,47.900000000000006,39.00000000000001,1279.0,8.9,18.580375782881,30.492572322126662
P1,2026-04-10,Jantar,156,Suco,Cajá,230.0,230.0,0.0,0.0,230.0,230.0,1279.0,0.0,0.0,179.82799061767005
P1,2026-04-10,Jantar,165,Suco SA,Cajá,100.0,100.0,0.0,,100.0,100.0,1279.0,,,78.18608287724786
P1,2026-04-14,Almoço,111,PV,Cubos Suíno ao molho barbecue,164.0,140.0,0.0,0.0,140.0,140.0,2762.0,0.0,0.0,50.68790731354091
P1,2026-04-14,Almoço,92,PB,Vatapá de Frango,391.0,340.0,0.0,12.1,340.0,327.9,2762.0,12.1,3.5588235294117645,118.71832005792903
P1,2026-04-14,Almoço,206,VEG,Soja Nordestina,43.4,35.3,0.0,2.4,35.3,32.9,2762.0,2.4,6.79886685552408,11.911658218682115
P1,2026-04-14,Almoço,5,Arroz/Baião,Baião,385.4,319.4,0.0,3.0,319.4,316.4,2762.0,3.0,0.9392611145898561,114.55467052860246
P1,2026-04-14,Almoço,2,Arroz Integral,Arroz Integral,79.5,64.5,0.0,6.8,64.5,57.7,2762.0,6.8,10.542635658914728,20.89065894279508
P1,2026-04-14,Almoço,23,Feijão,Feijão de Corda,93.6,81.6,0.0,4.0,81.6,77.6,2762.0,4.0,4.901960784313726,28.095582910934105
P1,2026-04-14,Almoço,36,Guarnição,Cuscuz,131.2,107.2,0.0,2.2,107.2,105.0,2762.0,2.2,2.0522388059701493,38.01593048515568
P1,2026-04-14,Almoço,142,Salada,Salada Crua,160.2,111.6,0.0,2.5,111.6,109.1,2762.0,2.5,2.240143369175627,39.50036205648081
P1,2026-04-14,Almoço,149,Sobremesa,Melancia,197.6,164.6,0.0,0.0,164.6,164.6,2762.0,0.0,0.0,59.59449674149168
P1,2026-04-14,Almoço,160,Suco,Seriguela,800.0,800.0,0.0,0.0,800.0,800.0,2762.0,0.0,0.0,289.64518464880524
P1,2026-04-14,Almoço,169,Suco SA,Seriguela,100.0,100.0,0.0,0.0,100.0,100.0,2762.0,0.0,0.0,36.205648081100655
P1,2026-04-14,Jantar,97,PV,Carne Moída Refogada,158.1,134.1,19.7,5.7,114.39999999999999,108.7,1256.0,5.7,4.982517482517483,86.54458598726113
P1,2026-04-14,Jantar,52,PB,Cubos de Frango Acebolado,137.6,113.6,17.2,13.1,96.39999999999999,83.3,1256.0,13.1,13.589211618257263,66.32165605095541
P1,2026-04-14,Jantar,212,VEG,Vatapá Vegano,55.8,47.7,0.0,9.1,47.7,38.6,1256.0,9.1,19.07756813417191,30.73248407643312
P1,2026-04-14,Jantar,4,Arroz/Baião,Arroz Branco,167.1,137.1,16.7,9.7,120.39999999999999,110.7,1256.0,9.7,8.056478405315614,88.13694267515922
P1,2026-04-14,Jantar,2,Arroz Integral,Arroz Integral,50.1,41.1,0.0,11.7,41.1,29.399999999999995,1256.0,11.7,28.467153284671532,23.407643312101907
P1,2026-04-14,Jantar,22,Feijão,Feijão Carioca,192.0,168.0,0.0,7.3,168.0,160.7,1256.0,7.3,4.345238095238095,127.94585987261146
P1,2026-04-14,Jantar,40,Guarnição,Macarrão,249.2,207.2,0.0,6.2,207.2,201.0,1256.0,6.2,2.9922779922779927,160.03184713375796
P1,2026-04-14,Jantar,142,Salada,Salada Crua,77.4,45.0,0.0,5.7,45.0,39.3,1256.0,5.7,12.666666666666668,31.28980891719745
P1,2026-04-14,Jantar,148,Sobremesa,Maçã,67.8,53.1,0.0,0.0,53.1,53.1,1256.0,0.0,0.0,42.27707006369426
P1,2026-04-14,Jantar,157,Suco,Goiaba,305.0,305.0,0.0,7.0,305.0,298.0,1256.0,7.0,2.2950819672131146,237.2611464968153
P1,2026-04-14,Jantar,166,Suco SA,Goiaba,100.0,100.0,0.0,4.0,100.0,96.0,1256.0,4.0,4.0,76.43312101910828
P1,2026-04-15,Almoço,119,PV,Feijoada,512.2,446.2000000000001,0.0,18.1,446.2000000000001,428.1,2906.0,18.1,4.056476916181085,147.31589814177565
P1,2026-04-15,Almoço,61,PB,Cubos de Frango com Ervas,198.0,162.0,0.0,7.8,162.0,154.2,2906.0,7.8,4.814814814814815,53.06262904335857
P1,2026-04-15,Almoço,188,VEG,Feijoada Vegetariana,55.2,47.1,0.0,11.3,47.1,35.8,2906.0,11.3,23.991507430997878,12.31933929800413
P1,2026-04-15,Almoço,4,Arroz/Baião,Arroz Branco,450.0,375.0,0.0,11.8,375.0,363.2,2906.0,11.8,3.146666666666667,124.98279421885752
P1,2026-04-15,Almoço,2,Arroz Integral,Arroz Integral,105.6,87.6,0.0,12.8,87.6,74.8,2906.0,12.8,14.611872146118724,25.739848589125945
P1,2026-04-15,Almoço,22,Feijão,Feijão Carioca,161.0,140.0,46.0,12.1,94.0,,2906.0,12.1,12.872340425531913,
P1,2026-04-15,Almoço,38,Guarnição,Farofa Branca com Soja,160.0,130.0,0.0,6.1,130.0,123.9,2906.0,6.1,4.6923076923076925,42.63592567102546
P1,2026-04-15,Almoço,142,Salada,Salada Crua,132.0,83.4,0.0,1.1,83.4,82.30000000000001,2906.0,1.1,1.3189448441247003,28.32071576049553
P1,2026-04-15,Almoço,147,Sobremesa,Laranja,126.3,129.1,0.0,0.0,129.1,129.1,2906.0,0.0,0.0,44.42532690984171
P1,2026-04-15,Almoço,154,Suco,Acerola,785.0,785.0,0.0,17.0,785.0,768.0,2906.0,17.0,2.1656050955414012,264.280798348245
P1,2026-04-15,Almoço,163,Suco SA,Acerola,100.0,100.0,0.0,10.0,100.0,90.0,2906.0,10.0,10.0,30.970406056434964
P1,2026-04-15,Jantar,130,PV,Picadinho com Legumes,151.2,130.20000000000002,0.0,10.9,130.20000000000002,119.3,1107.0,10.9,8.371735791090629,107.76874435411024
P1,2026-04-15,Jantar,81,PB,Sobrecoxa Assada,128.2,101.2,14.2,2.3,87.0,84.69999999999999,1107.0,2.3,2.6436781609195403,76.51309846431796
P1,2026-04-15,Jantar,177,VEG,Bobó de Legumes,32.2,26.800000000000004,0.0,9.1,26.800000000000004,17.700000000000003,1107.0,9.1,33.95522388059701,15.98915989159892
P1,2026-04-15,Jantar,4,Arroz/Baião,Arroz Branco,169.4,136.4,31.0,10.1,105.4,95.3,1107.0,10.1,9.582542694497151,86.08852755194219
P1,2026-04-15,Jantar,2,Arroz Integral,Arroz Integral,60.6,51.6,0.0,12.7,51.6,38.89999999999999,1107.0,12.7,24.612403100775193,35.140018066847325
