ru,data,refeicao,refeicoes_realizadas,refeicoes_previstas
L,2026-06-22,Almoço,195.0,196.00000000000003
L,2026-06-23,Almoço,248.0,270.99999999999994
L,2026-06-24,Almoço,213.0,196.0
L,2026-06-25,Almoço,212.0,458.33333333333337
L,2026-06-26,Almoço,186.0,199.99999999999997
L,2026-06-30,Almoço,201.0,219.0
L,2026-07-01,Almoço,178.0,199.99999999999997
L,2026-07-02,Almoço,155.0,189.16666666666666
L,2026-07-03,Almoço,145.0,204.99999999999997
L,2026-07-06,Almoço,126.0,177.1428571428571
L,2026-07-07,Almoço,163.0,170.0
L,2026-07-08,Almoço,150.0,199.99999999999997
L,2026-07-09,Almoço,119.0,210.0
L,2026-07-10,Almoço,110.0,191.66666666666663
L,2026-07-13,Almoço,97.0,130.83333333333334
L,2026-07-14,Almoço,81.0,288.0
L,2026-07-15,Almoço,58.0,107.5
L,2026-07-16,Almoço,65.0,142.0
L,2026-07-17,Almoço,43.0,196.0
L,2026-07-20,Almoço,47.0,141.66666666666666
L,2026-07-21,Almoço,63.0,163.0
L,2026-07-22,Almoço,62.0,72.0
L,2026-07-23,Almoço,39.0,72.33333333333334
L,2026-07-24,Almoço,33.0,278.00000000000006
L,2026-07-27,Almoço,45.0,132.99999999999997
L,2026-07-28,Almoço,52.0,86.66666666666666
L,2026-07-29,Almoço,61.0,73.66666666666667
L,2026-07-30,Almoço,64.0,85.83333333333331
L,2026-07-31,Almoço,38.0,186.0
L,2026-08-03,Almoço,60.0,664.0
L,2026-08-04,Almoço,67.0,90.83333333333331
L,2026-08-05,Almoço,66.0,95.0
L,2026-08-06,Almoço,53.0,95.0
L,2026-08-07,Almoço,48.0,146.0
L,2026-08-10,Almoço,139.0,277.99999999999994
L,2026-08-11,Almoço,179.0,193.33333333333334
L,2026-08-12,Almoço,166.0,209.0
L,2026-08-13,Almoço,168.0,259.5
L,2026-08-14,Almoço,127.0,500.0
L,2026-08-17,Almoço,211.0,143.33333333333334
L,2026-08-18,Almoço,194.0,362.0
L,2026-08-19,Almoço,199.0,133.33333333333334
L,2026-08-20,Almoço,182.0,204.16666666666666
L,2026-08-21,Almoço,147.0,570.0
L,2026-08-24,Almoço,172.0,234.0
L,2026-08-25,Almoço,188.0,334.5
L,2026-08-26,Almoço,174.0,228.0
L,2026-08-27,Almoço,146.0,262.5
L,2026-08-28,Almoço,130.0,458.3333333333333
L,2026-08-31,Almoço,166.0,236.0
L,2026-09-01,Almoço,191.0,160.83333333333334
L,2026-09-02,Almoço,,198.0
L,2026-09-03,Almoço,,
L,2026-09-04,Almoço,,
L,2026-09-07,Almoço,,
P1,2026-01-05,Almoço,1738.0,2096.0000000000005
P1,2026-01-05,Jantar,706.0,1667.0
P1,2026-01-06,Almoço,1868.0,3305.9999999999995
P1,2026-01-06,Jantar,898.0,1376.0
P1,2026-01-07,Almoço,1864.0,2200.0
P1,2026-01-07,Jantar,884.0,1872.0
P1,2026-01-08,Almoço,1891.0,52800.0
P1,2026-01-08,Jantar,889.0,1882.0
P1,2026-01-09,Almoço,1459.0,1772.0000000000002
P1,2026-01-09,Jantar,767.0,1450.0
P1,2026-01-12,Almoço,1803.0,1853.9999999999998
P1,2026-01-12,Jantar,833.0,1556.0
P1,2026-01-13,Almoço,1923.0,2997.777777777778
P1,2026-01-13,Jantar,859.0,798.2608695652175
P1,2026-01-14,Almoço,1857.0,2188.0
P1,2026-01-14,Jantar,812.0,1502.0
P1,2026-01-15,Almoço,1740.0,2274.7826086956525
P1,2026-01-15,Jantar,853.0,1121.9999999999998
P1,2026-01-16,Almoço,1474.0,1738.4615384615386
P1,2026-01-16,Jantar,811.0,948.0
P1,2026-01-19,Almoço,1607.0,1936.0000000000002
P1,2026-01-19,Jantar,725.0,1280.0
P1,2026-01-20,Almoço,1487.0,1694.0
P1,2026-01-20,Jantar,736.0,916.5217391304348
P1,2026-01-21,Almoço,1503.0,1542.0
P1,2026-01-21,Jantar,668.0,1223.9999999999998
P1,2026-01-22,Almoço,1229.0,1782.5
P1,2026-01-22,Jantar,605.0,1358.0
P1,2026-01-23,Almoço,1355.0,1706.25
P1,2026-01-23,Jantar,508.0,1084.0
P1,2026-01-26,Almoço,1259.0,1200.0
P1,2026-01-26,Jantar,394.0,908.75
P1,2026-01-27,Almoço,974.0,2180.0
P1,2026-01-27,Jantar,316.0,671.6666666666666
P1,2026-01-28,Almoço,1102.0,1326.0
P1,2026-01-28,Jantar,313.0,894.0
P1,2026-01-29,Almoço,954.0,1632.5
P1,2026-01-29,Jantar,319.0,696.0
P1,2026-01-30,Almoço,459.0,1148.0000000000002
P1,2026-01-30,Jantar,158.0,814.0
P1,2026-02-02,Almoço,521.0,904.0
P1,2026-02-02,Jantar,164.0,638.0000000000001
P1,2026-02-03,Almoço,576.0,1309.0
P1,2026-02-03,Jantar,171.0,391.6666666666667
P1,2026-02-04,Almoço,582.0,764.0
P1,2026-02-04,Jantar,128.0,720.0
P1,2026-02-05,Almoço,341.0,
P1,2026-02-05,Jantar,47.0,
P1,2026-02-06,Almoço,477.0,1254.0
P1,2026-02-06,Jantar,149.0,538.0
P1,2026-02-09,Almoço,540.0,764.0
P1,2026-02-09,Jantar,163.0,437.0
P1,2026-02-10,Almoço,556.0,926.25
P1,2026-02-10,Jantar,167.0,346.66666666666663
P1,2026-02-11,Almoço,537.0,820.0
P1,2026-02-11,Jantar,127.0,472.0
P1,2026-02-12,Almoço,467.0,686.0
P1,2026-02-12,Jantar,143.0,528.0
P1,2026-02-13,Almoço,336.0,876.0
P1,2026-02-13,Jantar,102.0,411.25
P1,2026-02-19,Almoço,354.0,608.0
P1,2026-02-19,Jantar,138.0,406.99999999999994
P1,2026-02-20,Almoço,316.0,918.75
P1,2026-02-20,Jantar,133.0,458.0
P1,2026-02-23,Almoço,537.0,666.9230769230769
P1,2026-02-23,Jantar,162.0,421.99999999999994
P1,2026-02-24,Almoço,577.0,1233.9999999999998
P1,2026-02-24,Jantar,170.0,430.0
P1,2026-02-25,Almoço,873.0,996.0000000000001
P1,2026-02-25,Jantar,154.0,504.00000000000006
P1,2026-02-26,Almoço,801.0,
P1,2026-02-26,Jantar,189.0,666.0000000000001
P1,2026-02-27,Almoço,848.0,
P1,2026-02-27,Jantar,164.0,492.0
P1,2026-03-02,Almoço,2070.0,2030.7692307692307
P1,2026-03-02,Jantar,861.0,1734.0
P1,2026-03-03,Almoço,2402.0,2989.0000000000005
P1,2026-03-03,Jantar,1043.0,1633.3333333333333
P1,2026-03-04,Almoço,2388.0,2064.375
P1,2026-03-04,Jantar,1100.0,1620.0
P1,2026-03-05,Almoço,2307.0,2667.826086956521
P1,2026-03-05,Jantar,1032.0,1428.0
P1,2026-03-06,Almoço,1832.0,2530.0
P1,2026-03-06,Jantar,860.0,1567.333333333333
P1,2026-03-09,Almoço,2732.0,2573.9999999999995
P1,2026-03-09,Jantar,1218.0,1635.0
P1,2026-03-10,Almoço,3021.0,4026.25
P1,2026-03-10,Jantar,1400.0,1451.6666666666667
P1,2026-03-11,Almoço,3039.0,2944.0
P1,2026-03-11,Jantar,1257.0,2733.3333333333335
P1,2026-03-12,Almoço,2960.0,3248.333333333333
P1,2026-03-12,Jantar,1294.0,1404.0
P1,2026-03-13,Almoço,2392.0,2938.0
P1,2026-03-13,Jantar,1080.0,1390.0000000000002
P1,2026-03-16,Almoço,2897.0,2806.0
P1,2026-03-16,Jantar,1309.0,1093.0000000000002
P1,2026-03-17,Almoço,3117.0,4202.0
P1,2026-03-17,Jantar,1383.0,1371.4285714285713
P1,2026-03-18,Almoço,2580.0,2754.0000000000005
P1,2026-03-18,Jantar,1026.0,1403.9999999999998
P1,2026-03-23,Almoço,3025.0,2906.153846153846
P1,2026-03-23,Jantar,1360.0,1355.0
P1,2026-03-24,Almoço,3076.0,4362.0
P1,2026-03-24,Jantar,1372.0,1835.0000000000005
P1,2026-03-26,Almoço,2921.0,3155.833333333334
P1,2026-03-26,Jantar,1300.0,1174.0
P1,2026-03-27,Almoço,2187.0,2751.538461538461
P1,2026-03-27,Jantar,844.0,1362.0
P1,2026-03-30,Almoço,2938.0,2735.9999999999995
P1,2026-03-30,Jantar,1255.0,1880.0
P1,2026-03-31,Almoço,3082.0,3784.0
P1,2026-03-31,Jantar,1313.0,1595.8333333333333
P1,2026-04-01,Almoço,2789.0,3174.0
P1,2026-04-01,Jantar,1067.0,1890.0
P1,2026-04-06,Almoço,2689.0,3426.0
P1,2026-04-06,Jantar,1172.0,1786.0000000000002
P1,2026-04-07,Almoço,2981.0,3723.75
P1,2026-04-07,Jantar,1322.0,1742.5000000000002
P1,2026-04-08,Almoço,2950.0,2947.9999999999995
P1,2026-04-08,Jantar,1241.0,1988.0
P1,2026-04-09,Almoço,2919.0,3484.1666666666665
P1,2026-04-09,Jantar,1250.0,1493.9999999999998
P1,2026-04-10,Almoço,2170.0,3514.0
P1,2026-04-10,Jantar,1279.0,1240.0000000000002
P1,2026-04-14,Almoço,2762.0,2666.6666666666665
P1,2026-04-14,Jantar,1256.0,1801.7391304347825
P1,2026-04-15,Almoço,2906.0,2616.6666666666665
P1,2026-04-15,Jantar,1107.0,1974.0
P1,2026-04-16,Almoço,2866.0,3303.3333333333335
P1,2026-04-16,Jantar,1189.0,1332.0
P1,2026-04-17,Almoço,2107.0,2066.2499999999995
P1,2026-04-17,Jantar,1215.0,1460.0
P1,2026-04-22,Almoço,2959.0,3132.0000000000005
P1,2026-04-22,Jantar,1155.0,1782.5
P1,2026-04-23,Almoço,2929.0,3627.4999999999995
P1,2026-04-23,Jantar,1251.0,2244.9999999999995
P1,2026-04-24,Almoço,2355.0,5486.0
P1,2026-04-24,Jantar,960.0,1430.0
P1,2026-04-27,Almoço,2772.0,3158.0000000000005
P1,2026-04-27,Jantar,1260.0,1990.0000000000002
P1,2026-04-28,Almoço,2951.0,3586.0
P1,2026-04-28,Jantar,1231.0,1615.8333333333333
P1,2026-04-29,Almoço,2861.0,2970.0
P1,2026-04-29,Jantar,1193.0,3626.25
P1,2026-04-30,Almoço,2479.0,4187.999999999999
P1,2026-04-30,Jantar,1144.0,1460.0
P1,2026-05-04,Almoço,2701.0,2530.769230769231
P1,2026-05-04,Jantar,1276.0,1428.0
P1,2026-05-05,Almoço,2918.0,4408.0
P1,2026-05-05,Jantar,1246.0,1497.5000000000002
P1,2026-05-06,Almoço,2914.0,3760.0
P1,2026-05-06,Jantar,1149.0,2076.0
P1,2026-05-07,Almoço,2763.0,3072.5
P1,2026-05-07,Jantar,1137.0,1785.0
P1,2026-05-08,Almoço,2077.0,2838.0
P1,2026-05-08,Jantar,915.0,2868.0
P1,2026-05-11,Almoço,2533.0,2913.3333333333326
P1,2026-05-11,Jantar,1073.0,2304.0000000000005
P1,2026-05-12,Almoço,2692.0,3305.0
P1,2026-05-12,Jantar,1156.0,2388.0
P1,2026-05-13,Almoço,2746.0,3452.0
P1,2026-05-13,Jantar,1127.0,2000.0
P1,2026-05-14,Almoço,2701.0,3173.333333333334
P1,2026-05-14,Jantar,1196.0,1530.0
P1,2026-05-15,Almoço,1970.0,2295.0
P1,2026-05-15,Jantar,1244.0,2790.0
P1,2026-05-18,Almoço,2496.0,2533.9999999999995
P1,2026-05-18,Jantar,1155.0,1680.0
P1,2026-05-19,Almoço,2685.0,3526.0
P1,2026-05-19,Jantar,1259.0,1841.6666666666667
P1,2026-05-20,Almoço,2820.0,3120.0
P1,2026-05-20,Jantar,1173.0,2142.0000000000005
P1,2026-05-21,Almoço,2670.0,2250.0
P1,2026-05-21,Jantar,1145.0,1650.0
P1,2026-05-22,Almoço,2094.0,3556.0
P1,2026-05-22,Jantar,1062.0,1340.0
P1,2026-05-25,Almoço,2562.0,2640.0000000000005
P1,2026-05-25,Jantar,1099.0,1293.0000000000002
P1,2026-05-26,Almoço,2664.0,7005.999999999999
P1,2026-05-26,Jantar,1371.0,1780.0
P1,2026-05-27,Almoço,2664.0,3622.0
P1,2026-05-27,Jantar,1191.0,1917.9999999999998
P1,2026-05-28,Almoço,2561.0,2873.076923076923
P1,2026-05-28,Jantar,1106.0,2098.9999999999995
P1,2026-05-29,Almoço,1861.0,2656.0
P1,2026-05-29,Jantar,898.0,1844.0000000000002
P1,2026-06-01,Almoço,2366.0,3104.0
P1,2026-06-01,Jantar,1217.0,1377.9999999999998
P1,2026-06-02,Almoço,2613.0,3724.0
P1,2026-06-02,Jantar,1108.0,2357.9999999999995
P1,2026-06-03,Almoço,2443.0,3262.0000000000005
P1,2026-06-03,Jantar,884.0,4752.0
P1,2026-06-08,Almoço,2333.0,2700.0
P1,2026-06-08,Jantar,943.0,2766.0
P1,2026-06-09,Almoço,2833.0,2960.0
P1,2026-06-09,Jantar,1174.0,1668.3333333333335
P1,2026-06-10,Almoço,3065.0,3334.0000000000005
P1,2026-06-10,Jantar,1156.0,1862.0
P1,2026-06-11,Almoço,3035.0,2628.3333333333335
P1,2026-06-11,Jantar,1078.0,2000.0
P1,2026-06-12,Almoço,2111.0,4295.999999999999
P1,2026-06-12,Jantar,716.0,1540.0
P1,2026-06-15,Almoço,2368.0,3057.6923076923076
P1,2026-06-15,Jantar,1105.0,1299.9999999999998
P1,2026-06-16,Almoço,2461.0,3365.9999999999995
P1,2026-06-16,Jantar,1129.0,1862.5
P1,2026-06-17,Almoço,2482.0,3124.0
P1,2026-06-17,Jantar,1083.0,2156.0000000000005
P1,2026-06-18,Almoço,2347.0,2622.0
P1,2026-06-18,Jantar,1047.0,1440.0
P1,2026-06-19,Almoço,1800.0,3920.0
P1,2026-06-19,Jantar,649.0,1440.0000000000002
P1,2026-06-22,Almoço,2223.0,2593.9999999999995
P1,2026-06-22,Jantar,948.0,1606.0
P1,2026-06-23,Almoço,2251.0,3817.0000000000005
P1,2026-06-23,Jantar,969.0,1707.4999999999998
P1,2026-06-24,Almoço,2157.0,3380.0
P1,2026-06-25,Almoço,2004.0,2616.666666666667
P1,2026-06-25,Jantar,877.0,1962.0000000000002
P1,2026-06-26,Almoço,1679.0,2208.0
P1,2026-06-26,Jantar,852.0,1515.5555555555557
P1,2026-06-30,Almoço,2015.0,3010.0
P1,2026-06-30,Jantar,884.0,1270.0
P1,2026-07-01,Almoço,1985.0,2382.0
P1,2026-07-01,Jantar,805.0,1400.0
P1,2026-07-02,Almoço,1899.0,2235.0
P1,2026-07-02,Jantar,729.0,1446.0
P1,2026-07-03,Almoço,1355.0,2832.0
P1,2026-07-03,Jantar,601.0,824.4444444444442
P1,2026-07-06,Almoço,1351.0,2640.0
P1,2026-07-06,Jantar,537.0,1953.9999999999998
P1,2026-07-07,Almoço,1723.0,2632.0
P1,2026-07-07,Jantar,506.0,1026.6666666666667
P1,2026-07-08,Almoço,1490.0,2026.0
P1,2026-07-08,Jantar,419.0,1690.0
P1,2026-07-09,Almoço,1155.0,1502.4999999999998
P1,2026-07-09,Jantar,327.0,1186.9999999999998
P1,2026-07-10,Almoço,1012.0,2162.0
P1,2026-07-10,Jantar,287.0,700.0
P1,2026-07-13,Almoço,820.0,1372.0
P1,2026-07-13,Jantar,216.0,942.5
P1,2026-07-14,Almoço,748.0,1604.0
P1,2026-07-14,Jantar,220.0,685.8333333333334
P1,2026-07-15,Almoço,515.0,991.9999999999999
P1,2026-07-15,Jantar,146.0,634.0000000000001
P1,2026-07-16,Almoço,469.0,951.0
P1,2026-07-16,Jantar,144.0,686.9999999999999
P1,2026-07-17,Almoço,124.0,816.0
P1,2026-07-17,Jantar,29.0,360.0
P1,2026-07-20,Almoço,383.0,770.0
P1,2026-07-20,Jantar,134.0,602.5
P1,2026-07-21,Almoço,351.0,1088.0
P1,2026-07-21,Jantar,112.0,408.3333333333333
P1,2026-07-22,Almoço,413.0,684.0
P1,2026-07-22,Jantar,129.0,500.0
P1,2026-07-23,Almoço,331.0,582.0
P1,2026-07-23,Jantar,110.0,585.9999999999999
P1,2026-07-24,Almoço,331.0,668.0000000000001
P1,2026-07-24,Jantar,111.0,384.00000000000006
P1,2026-07-27,Almoço,471.0,602.0
P1,2026-07-27,Jantar,162.0,302.22222222222223
P1,2026-07-28,Almoço,486.0,936.6666666666665
P1,2026-07-28,Jantar,147.0,298.00000000000006
P1,2026-07-29,Almoço,533.0,598.0
P1,2026-07-29,Jantar,144.0,494.00000000000006
P1,2026-07-30,Almoço,485.0,695.0
P1,2026-07-30,Jantar,143.0,420.0
P1,2026-07-31,Almoço,367.0,612.0
P1,2026-07-31,Jantar,120.0,331.1111111111111
P1,2026-08-03,Almoço,515.0,676.9230769230769
P1,2026-08-03,Jantar,153.0,528.0000000000001
P1,2026-08-04,Almoço,629.0,1076.0
P1,2026-08-04,Jantar,140.0,383.3333333333333
P1,2026-08-05,Almoço,654.0,780.0
P1,2026-08-05,Jantar,161.0,482.0
P1,2026-08-06,Almoço,558.0,852.0
P1,2026-08-06,Jantar,158.0,675.0
P1,2026-08-07,Almoço,519.0,838.0
P1,2026-08-07,Jantar,134.0,492.0
P1,2026-08-10,Almoço,2199.0,2807.9999999999995
P1,2026-08-10,Jantar,908.0,1496.0
P1,2026-08-11,Almoço,2294.0,2745.9999999999995
P1,2026-08-11,Jantar,919.0,1605.0
P1,2026-08-12,Almoço,2452.0,2927.9999999999995
P1,2026-08-12,Jantar,1000.0,1704.0
P1,2026-08-13,Almoço,24486.0,2797.777777777778
P1,2026-08-13,Jantar,938.0,1348.8888888888885
P1,2026-08-14,Almoço,1872.0,3044.0000000000005
P1,2026-08-14,Jantar,756.0,1808.235294117647
P1,2026-08-17,Almoço,2551.0,3306.0
P1,2026-08-17,Jantar,1130.0,2065.9999999999995
P1,2026-08-18,Almoço,2826.0,4387.0
P1,2026-08-18,Jantar,1285.0,1516.153846153846
P1,2026-08-19,Almoço,2766.0,2977.9999999999995
P1,2026-08-19,Jantar,1200.0,1812.0000000000002
P1,2026-08-20,Almoço,2666.0,2378.333333333334
P1,2026-08-20,Jantar,1121.0,1757.0
P1,2026-08-21,Almoço,2084.0,3288.0
P1,2026-08-21,Jantar,939.0,1478.0
P1,2026-08-24,Almoço,2673.0,3166.0
P1,2026-08-24,Jantar,1324.0,1961.2499999999995
P1,2026-08-25,Almoço,2724.0,4427.0
P1,2026-08-25,Jantar,1296.0,2248.3333333333335
P1,2026-08-26,Almoço,2750.0,3194.0
P1,2026-08-26,Jantar,1115.0,1946.0
P1,2026-08-27,Almoço,2700.0,2917.499999999999
P1,2026-08-27,Jantar,1201.0,2197.0
P1,2026-08-28,Almoço,1927.0,3500.0
P1,2026-08-28,Jantar,956.0,1506.6666666666667
P1,2026-08-31,Almoço,2653.0,3091.9999999999995
P1,2026-08-31,Jantar,1071.0,2393.9999999999995
P1,2026-09-01,Almoço,2730.0,5162.000000000001
P1,2026-09-01,Jantar,1175.0,2638.0
P1,2026-09-02,Almoço,2429.0,2633.3333333333335
P1,2026-09-02,Jantar,,
P1,2026-09-03,Almoço,,
P1,2026-09-03,Jantar,,
P2,2026-01-05,Almoço,1002.0,1376.0000000000002
P2,2026-01-05,Café,163.0,248.0
P2,2026-01-06,Almoço,1128.0,1602.0000000000002
P2,2026-01-06,Café,197.0,301.3333333333333
P2,2026-01-07,Almoço,1087.0,1484.0
P2,2026-01-07,Café,205.0,333.0508474576271
P2,2026-01-08,Almoço,1086.0,1273.0000000000002
P2,2026-01-08,Café,209.0,264.0
P2,2026-01-09,Almoço,886.0,946.0
P2,2026-01-09,Café,186.0,296.0
P2,2026-01-12,Almoço,1002.0,1251.9999999999998
P2,2026-01-12,Café,179.0,206.0
P2,2026-01-13,Almoço,1054.0,1264.0
P2,2026-01-13,Café,181.0,265.3333333333333
P2,2026-01-14,Almoço,1046.0,1020.0
P2,2026-01-14,Café,193.0,294.91525423728814
P2,2026-01-15,Almoço,994.0,1499.0
P2,2026-01-15,Café,170.0,268.0
P2,2026-01-16,Almoço,826.0,1032.0
P2,2026-01-16,Café,189.0,276.0
P2,2026-01-19,Almoço,857.0,1111.9999999999998
P2,2026-01-19,Café,180.0,200.0
P2,2026-01-20,Almoço,972.0,1090.0
P2,2026-01-20,Café,186.0,241.0
P2,2026-01-21,Almoço,922.0,904.0
P2,2026-01-21,Café,176.0,270.0
P2,2026-01-22,Almoço,812.0,1035.0
P2,2026-01-22,Café,151.0,236.0
P2,2026-01-23,Café,124.0,272.0
P2,2026-01-26,Café,92.0,160.0
P2,2026-01-27,Café,71.0,184.99999999999997
P2,2026-01-28,Café,87.0,197.99999999999997
P2,2026-01-29,Café,91.0,146.0
P2,2026-01-30,Café,80.0,156.0
P2,2026-02-02,Café,48.0,120.00000000000003
P2,2026-02-03,Café,59.0,119.0
P2,2026-02-04,Café,66.0,119.0
P2,2026-02-05,Café,56.0,500.0
P2,2026-02-06,Café,48.0,119.0
P2,2026-02-09,Café,48.0,119.0
P2,2026-02-10,Café,53.0,228.0
P2,2026-02-11,Café,67.0,160.0
P2,2026-02-12,Café,54.0,143.57142857142858
P2,2026-02-13,Café,55.0,155.0
P2,2026-02-19,Café,43.0,100.0
P2,2026-02-20,Café,54.0,95.0
P2,2026-02-23,Café,45.0,120.0
P2,2026-02-24,Café,60.0,110.0
P2,2026-02-25,Café,73.0,168.0
P2,2026-02-26,Café,67.0,100.0
P2,2026-02-27,Café,73.0,208.0
P2,2026-03-02,Almoço,1153.0,1140.0
P2,2026-03-02,Café,168.0,210.0
P2,2026-03-03,Almoço,1406.0,2015.9999999999998
P2,2026-03-03,Café,181.0,314.2857142857143
P2,2026-03-04,Almoço,1466.0,1636.0000000000002
P2,2026-03-04,Café,180.0,307.6271186440678
P2,2026-03-05,Almoço,1297.0,1477.9999999999998
P2,2026-03-05,Café,192.0,256.0
P2,2026-03-06,Almoço,1048.0,1718.0
P2,2026-03-06,Café,166.0,246.0
P2,2026-03-09,Almoço,1365.0,1623.9999999999998
P2,2026-03-09,Café,182.0,216.0
P2,2026-03-10,Almoço,1552.0,1317.0
P2,2026-03-10,Café,207.0,266.0
P2,2026-03-11,Almoço,1573.0,1658.0
P2,2026-03-11,Café,195.0,246.0
P2,2026-03-12,Almoço,1509.0,1333.3333333333333
P2,2026-03-12,Café,198.0,246.0
P2,2026-03-13,Almoço,1264.0,1448.0
P2,2026-03-13,Café,190.0,254.0
P2,2026-03-16,Almoço,1551.0,1400.0
P2,2026-03-16,Café,185.0,227.69230769230768
P2,2026-03-17,Almoço,1605.0,2351.9999999999995
P2,2026-03-17,Café,196.0,314.61538461538464
P2,2026-03-18,Almoço,1388.0,1736.0000000000002
P2,2026-03-18,Café,181.0,271.1864406779661
P2,2026-03-23,Almoço,1476.0,1566.1538461538462
P2,2026-03-23,Café,205.0,252.0
P2,2026-03-24,Almoço,1545.0,1869.9999999999998
P2,2026-03-24,Café,202.0,266.6666666666667
P2,2026-03-26,Almoço,1497.0,1702.0
P2,2026-03-26,Café,216.0,286.0
P2,2026-03-27,Almoço,1281.0,1322.0
P2,2026-03-27,Café,212.0,296.0
P2,2026-03-30,Almoço,1550.0,1502.0
P2,2026-03-30,Café,197.0,222.0
P2,2026-03-31,Almoço,1658.0,1662.0
P2,2026-03-31,Café,209.0,280.0
P2,2026-04-01,Almoço,1474.0,1673.9999999999998
P2,2026-04-01,Café,182.0,297.45762711864404
P2,2026-04-06,Almoço,1391.0,1400.0
P2,2026-04-06,Café,178.0,316.9230769230769
P2,2026-04-07,Almoço,1555.0,1378.0
P2,2026-04-07,Café,209.0,249.33333333333337
P2,2026-04-08,Almoço,1579.0,1652.4
P2,2026-04-08,Café,214.0,296.0
P2,2026-04-09,Almoço,1484.0,1764.7
P2,2026-04-09,Café,212.0,284.0
P2,2026-04-10,Almoço,1280.0,1604.4
P2,2026-04-10,Café,210.0,284.0
P2,2026-04-14,Almoço,1488.0,1673.9999999999998
P2,2026-04-14,Café,181.0,253.99999999999994
P2,2026-04-15,Almoço,1521.0,1662.0
P2,2026-04-15,Café,211.0,286.0
P2,2026-04-16,Almoço,1430.0,1753.7500000000002
P2,2026-04-16,Café,213.0,268.0
P2,2026-04-17,Almoço,1207.0,1244.1666666666667
P2,2026-04-17,Café,230.0,268.0
P2,2026-04-22,Almoço,1536.0,1362.6
P2,2026-04-22,Café,202.0,305.08474576271186
P2,2026-04-23,Almoço,1502.0,1775.0
P2,2026-04-23,Café,206.0,266.0
P2,2026-04-24,Almoço,1196.0,1488.0
P2,2026-04-24,Café,221.0,274.0
P2,2026-04-27,Almoço,1443.0,1468.0
P2,2026-04-27,Café,170.0,296.0
P2,2026-04-28,Almoço,1544.0,1952.5
P2,2026-04-28,Café,224.0,318.0
P2,2026-04-29,Almoço,1537.0,1498.4
P2,2026-04-29,Café,204.0,300.0
P2,2026-04-30,Almoço,1422.0,1554.5833333333333
P2,2026-04-30,Café,199.0,340.0
P2,2026-05-04,Almoço,1436.0,1333.3333333333333
P2,2026-05-04,Café,158.0,284.0
P2,2026-05-05,Almoço,1600.0,1711.0833333333333
P2,2026-05-05,Café,215.0,266.0
P2,2026-05-06,Almoço,1524.0,1488.0
P2,2026-05-06,Café,221.0,290.0
P2,2026-05-07,Almoço,1577.0,1495.0
P2,2026-05-07,Café,218.0,292.0
P2,2026-05-08,Almoço,1325.0,1380.0
P2,2026-05-08,Café,216.0,294.0
P2,2026-05-11,Almoço,1439.0,1333.3333333333333
P2,2026-05-11,Café,188.0,292.0
P2,2026-05-12,Almoço,1465.0,1570.0
P2,2026-05-12,Café,203.0,359.2857142857143
P2,2026-05-13,Almoço,1433.0,1568.0
P2,2026-05-13,Café,206.0,316.0
P2,2026-05-14,Almoço,1420.0,1377.25
P2,2026-05-14,Café,210.0,300.0
P2,2026-05-15,Almoço,1120.0,1302.0000000000002
P2,2026-05-15,Café,235.0,330.0
P2,2026-05-18,Almoço,1360.0,1300.0
P2,2026-05-18,Café,180.0,260.0
P2,2026-05-19,Almoço,1476.0,1333.3333333333333
P2,2026-05-19,Café,213.0,320.0
P2,2026-05-20,Almoço,1530.0,1333.3333333333333
P2,2026-05-20,Café,221.0,334.7457627118644
P2,2026-05-21,Almoço,1524.0,1494.9999999999998
P2,2026-05-21,Café,242.0,266.0
P2,2026-05-22,Almoço,1279.0,1535.0
P2,2026-05-22,Café,228.0,300.0
P2,2026-05-25,Almoço,1433.0,1266.6666666666667
P2,2026-05-25,Café,185.0,240.0
P2,2026-05-26,Almoço,1536.0,1564.5833333333333
P2,2026-05-26,Café,196.0,324.0
P2,2026-05-27,Almoço,1558.0,1542.0
P2,2026-05-27,Café,213.0,322.03389830508473
P2,2026-05-28,Almoço,1504.0,1473.0
P2,2026-05-28,Café,222.0,294.0
P2,2026-05-29,Almoço,1106.0,1270.0
P2,2026-05-29,Café,207.0,324.0
P2,2026-06-01,Almoço,1384.0,1266.6666666666667
P2,2026-06-01,Café,194.0,249.23076923076923
P2,2026-06-02,Almoço,1449.0,1428.7500000000002
P2,2026-06-02,Café,203.0,266.6666666666667
P2,2026-06-03,Almoço,1349.0,1583.9999999999998
P2,2026-06-03,Café,212.0,322.00000000000006
P2,2026-06-08,Almoço,1352.0,1333.3333333333333
P2,2026-06-08,Café,167.0,252.0
P2,2026-06-09,Almoço,1417.0,1500.0
P2,2026-06-09,Café,214.0,336.0
P2,2026-06-10,Almoço,1405.0,1333.3333333333333
P2,2026-06-10,Café,207.0,350.0
P2,2026-06-11,Almoço,1340.0,1532.5
P2,2026-06-11,Café,214.0,332.0
P2,2026-06-12,Almoço,1043.0,1375.0
P2,2026-06-12,Café,206.0,352.0
P2,2026-06-15,Almoço,1197.0,1424.0
P2,2026-06-15,Café,171.0,256.0
P2,2026-06-16,Almoço,1431.0,1333.3333333333333
P2,2026-06-16,Café,210.0,332.0
P2,2026-06-17,Almoço,1393.0,1776.0000000000002
P2,2026-06-17,Café,224.0,316.0
